法院名稱,登記案號,登記號數,案由,法人名稱,登記日期,類別,設立登記撤銷,設立登記註銷,明細,檔案位置,ID,法院代碼
臺灣橋頭地方法院,106法登他29,51,變更登記,社團法人高雄市那瑪夏區基督教台宣旗濃協會,106/03/08,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAME3AAB&bc=106&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000029&ef=CTD&fg=1,output/details/CTD/106/000029/AAAdkxAAHAAAME3AAB.json,AAAdkxAAHAAAME3AAB,CTD
臺灣橋頭地方法院,106法登他62,87,變更登記,財團法人台灣省高雄縣私立高苑高級工商職業學校,106/03/29,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAME3AAA&bc=106&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000062&ef=CTD&fg=1,output/details/CTD/106/000062/AAAdkxAAHAAAME3AAA.json,AAAdkxAAHAAAME3AAA,CTD
臺灣橋頭地方法院,106法登財1,88,設立登記,財團法人高雄市關愛社會福利慈善基金會,106/03/31,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAME3AAC&bc=106&cd=%AA%6B%B5%6E%B0%5D++++++++++++++&de=000001&ef=CTD&fg=1,output/details/CTD/106/000001/AAAdkxAAHAAAME3AAC.json,AAAdkxAAHAAAME3AAC,CTD
臺灣橋頭地方法院,106法登社3,78,設立登記,高雄市宏鑫照護老人關懷服務協會,106/03/31,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMG0AAJ&bc=106&cd=%AA%6B%B5%6E%AA%C0++++++++++++++&de=000003&ef=CTD&fg=1,output/details/CTD/106/000003/AAAdkxAAHAAAMG0AAJ.json,AAAdkxAAHAAAMG0AAJ,CTD
臺灣橋頭地方法院,106法登社3,78,設立登記,高雄市宏鑫照護老人關懷服務協會,106/04/01,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMFWAAA&bc=106&cd=%AA%6B%B5%6E%AA%C0++++++++++++++&de=000003&ef=CTD&fg=1,output/details/CTD/106/000003/AAAdkxAAHAAAMFWAAA.json,AAAdkxAAHAAAMFWAAA,CTD
臺灣橋頭地方法院,106法登社3,78,設立登記,高雄市宏鑫照護老人關懷服務協會,106/04/01,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMFWAAA&bc=106&cd=%AA%6B%B5%6E%AA%C0++++++++++++++&de=000003&ef=CTD&fg=1,output/details/CTD/106/000003/AAAdkxAAHAAAMFWAAA.json,AAAdkxAAHAAAMFWAAA,CTD
臺灣橋頭地方法院,106法登財1,88,設立登記,財團法人高雄市關愛社會福利慈善事業基金會,106/03/31,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMCpAAL&bc=106&cd=%AA%6B%B5%6E%B0%5D++++++++++++++&de=000001&ef=CTD&fg=1,output/details/CTD/106/000001/AAAdkxAAHAAAMCpAAL.json,AAAdkxAAHAAAMCpAAL,CTD
臺灣橋頭地方法院,106法登他16,40,變更登記,財團法人烏林國民小學教育發展基金會,106/02/16,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMCpAAB&bc=106&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000016&ef=CTD&fg=1,output/details/CTD/106/000016/AAAdkxAAHAAAMCpAAB.json,AAAdkxAAHAAAMCpAAB,CTD
臺灣橋頭地方法院,106法登他48,69,變更登記,財團法人高雄美國學校,106/03/16,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMFIAAD&bc=106&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000048&ef=CTD&fg=1,output/details/CTD/106/000048/AAAdkxAAHAAAMFIAAD.json,AAAdkxAAHAAAMFIAAD,CTD
臺灣橋頭地方法院,106法登他40,61,變更登記,社團法人高雄市古嚴普濟會,106/03/14,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMGDAAA&bc=106&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000040&ef=CTD&fg=1,output/details/CTD/106/000040/AAAdkxAAHAAAMGDAAA.json,AAAdkxAAHAAAMGDAAA,CTD
臺灣橋頭地方法院,106法登他54,75,變更登記,財團法人濟興長青基金會,106/03/17,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMGDAAG&bc=106&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000054&ef=CTD&fg=1,output/details/CTD/106/000054/AAAdkxAAHAAAMGDAAG.json,AAAdkxAAHAAAMGDAAG,CTD
臺灣橋頭地方法院,106法登他55,76,變更登記,華德學校財團法人,106/03/20,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMGDAAH&bc=106&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000055&ef=CTD&fg=1,output/details/CTD/106/000055/AAAdkxAAHAAAMGDAAH.json,AAAdkxAAHAAAMGDAAH,CTD
臺灣橋頭地方法院,106法登他61,86,變更登記,佛光山學校財團法人,106/03/29,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMGDAAI&bc=106&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000061&ef=CTD&fg=1,output/details/CTD/106/000061/AAAdkxAAHAAAMGDAAI.json,AAAdkxAAHAAAMGDAAI,CTD
臺灣橋頭地方法院,106法登社5,83,設立登記,社團法人中華易門身心靈成長協會,106/03/24,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMGDAAJ&bc=106&cd=%AA%6B%B5%6E%AA%C0++++++++++++++&de=000005&ef=CTD&fg=1,output/details/CTD/106/000005/AAAdkxAAHAAAMGDAAJ.json,AAAdkxAAHAAAMGDAAJ,CTD
臺灣橋頭地方法院,106法登他29,51,變更登記,社團法人高雄市那瑪夏區基督教台宣旗濃協會,106/03/08,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMEpAAG&bc=106&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000029&ef=CTD&fg=1,output/details/CTD/106/000029/AAAdkxAAHAAAMEpAAG.json,AAAdkxAAHAAAMEpAAG,CTD
臺灣橋頭地方法院,106法登他53,74,變更登記,財團法人地球公民基金會,106/03/17,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMEpAAF&bc=106&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000053&ef=CTD&fg=1,output/details/CTD/106/000053/AAAdkxAAHAAAMEpAAF.json,AAAdkxAAHAAAMEpAAF,CTD
臺灣橋頭地方法院,106法登他55,76,變更登記,華德學校財團法人,106/03/20,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMEpAAA&bc=106&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000055&ef=CTD&fg=1,output/details/CTD/106/000055/AAAdkxAAHAAAMEpAAA.json,AAAdkxAAHAAAMEpAAA,CTD
臺灣橋頭地方法院,106法登社5,83,設立登記,社團法人中華易門身心靈成長協會,106/03/24,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMEpAAH&bc=106&cd=%AA%6B%B5%6E%AA%C0++++++++++++++&de=000005&ef=CTD&fg=1,output/details/CTD/106/000005/AAAdkxAAHAAAMEpAAH.json,AAAdkxAAHAAAMEpAAH,CTD
臺灣橋頭地方法院,106法登他54,75,變更登記,財團法人濟興長青基金會,106/03/17,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMDFAAL&bc=106&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000054&ef=CTD&fg=1,output/details/CTD/106/000054/AAAdkxAAHAAAMDFAAL.json,AAAdkxAAHAAAMDFAAL,CTD
臺灣橋頭地方法院,106法登社3,78,設立登記,社團法人高雄市宏鑫照護老人關懷服務協會,106/04/19,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMGbAAH&bc=106&cd=%AA%6B%B5%6E%AA%C0++++++++++++++&de=000003&ef=CTD&fg=1,output/details/CTD/106/000003/AAAdkxAAHAAAMGbAAH.json,AAAdkxAAHAAAMGbAAH,CTD
臺灣橋頭地方法院,106法登他24,50,變更登記,財團法人高雄市私立愛心老人養護中心,106/03/07,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMHUAAJ&bc=106&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000024&ef=CTD&fg=1,output/details/CTD/106/000024/AAAdkxAAHAAAMHUAAJ.json,AAAdkxAAHAAAMHUAAJ,CTD
臺灣橋頭地方法院,106法登他57,80,變更登記,社團法人高雄市天元慈善會,106/03/22,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMGTAAD&bc=106&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000057&ef=CTD&fg=1,output/details/CTD/106/000057/AAAdkxAAHAAAMGTAAD.json,AAAdkxAAHAAAMGTAAD,CTD
臺灣橋頭地方法院,106法登他62,87,變更登記,財團法人台灣省高雄縣私立高苑高級工商職業學校,106/03/29,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMH0AAA&bc=106&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000062&ef=CTD&fg=1,output/details/CTD/106/000062/AAAdkxAAHAAAMH0AAA.json,AAAdkxAAHAAAMH0AAA,CTD
臺灣橋頭地方法院,106法登社4,82,設立登記,社團法人高雄市旗山區金虎爺關懷協會,106/03/22,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMH0AAB&bc=106&cd=%AA%6B%B5%6E%AA%C0++++++++++++++&de=000004&ef=CTD&fg=1,output/details/CTD/106/000004/AAAdkxAAHAAAMH0AAB.json,AAAdkxAAHAAAMH0AAB,CTD
臺灣橋頭地方法院,106法登他63,89,變更登記,社團法人高雄市路竹華山環保志工協會,106/04/05,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMF3AAF&bc=106&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000063&ef=CTD&fg=1,output/details/CTD/106/000063/AAAdkxAAHAAAMF3AAF.json,AAAdkxAAHAAAMF3AAF,CTD
臺灣橋頭地方法院,106法登社6,90,設立登記,社團法人高雄市安提阿使徒性教會網絡發展協會,106/04/25,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMFoAAE&bc=106&cd=%AA%6B%B5%6E%AA%C0++++++++++++++&de=000006&ef=CTD&fg=1,output/details/CTD/106/000006/AAAdkxAAHAAAMFoAAE.json,AAAdkxAAHAAAMFoAAE,CTD
臺灣橋頭地方法院,106法登社7,91,設立登記,社團法人高雄市居福園長期照護發展協會,106/04/25,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMFoAAF&bc=106&cd=%AA%6B%B5%6E%AA%C0++++++++++++++&de=000007&ef=CTD&fg=1,output/details/CTD/106/000007/AAAdkxAAHAAAMFoAAF.json,AAAdkxAAHAAAMFoAAF,CTD
臺灣橋頭地方法院,106法登他35,56,變更登記,社團法人高雄市佳音社區營造協會,106/03/13,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMFoAAG&bc=106&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000035&ef=CTD&fg=1,output/details/CTD/106/000035/AAAdkxAAHAAAMFoAAG.json,AAAdkxAAHAAAMFoAAG,CTD
臺灣橋頭地方法院,106法登他65,93,變更登記,社團法人高雄市基督教高榮教會,106/05/09,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMGWAAH&bc=106&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000065&ef=CTD&fg=1,output/details/CTD/106/000065/AAAdkxAAHAAAMGWAAH.json,AAAdkxAAHAAAMGWAAH,CTD
臺灣橋頭地方法院,106法登他63,89,變更登記,社團法人高雄市路竹華山環保志工協會,106/04/05,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMGWAAF&bc=106&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000063&ef=CTD&fg=1,output/details/CTD/106/000063/AAAdkxAAHAAAMGWAAF.json,AAAdkxAAHAAAMGWAAF,CTD
臺灣橋頭地方法院,106法登他62,87,變更登記,財團法人台灣省高雄縣私立高苑高級工商職業學校,106/03/29,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMGWAAG&bc=106&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000062&ef=CTD&fg=1,output/details/CTD/106/000062/AAAdkxAAHAAAMGWAAG.json,AAAdkxAAHAAAMGWAAG,CTD
臺灣橋頭地方法院,106法登他67,95,變更登記,社團法人高雄市開豐慈善會,106/05/10,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMGlAAJ&bc=106&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000067&ef=CTD&fg=1,output/details/CTD/106/000067/AAAdkxAAHAAAMGlAAJ.json,AAAdkxAAHAAAMGlAAJ,CTD
臺灣橋頭地方法院,106法登他64,92,變更登記,財團法人一貫道神威天臺山天臺聖宮,106/05/09,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMHBAAG&bc=106&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000064&ef=CTD&fg=1,output/details/CTD/106/000064/AAAdkxAAHAAAMHBAAG.json,AAAdkxAAHAAAMHBAAG,CTD
臺灣橋頭地方法院,106法登他68,96,變更登記,社團法人高雄市鳳凰藝術發展協會,106/05/11,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMHBAAJ&bc=106&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000068&ef=CTD&fg=1,output/details/CTD/106/000068/AAAdkxAAHAAAMHBAAJ.json,AAAdkxAAHAAAMHBAAJ,CTD
臺灣橋頭地方法院,106法登他69,97,變更登記,社團法人高雄市社區深耕永續發展協會,106/05/11,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMHBAAK&bc=106&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000069&ef=CTD&fg=1,output/details/CTD/106/000069/AAAdkxAAHAAAMHBAAK.json,AAAdkxAAHAAAMHBAAK,CTD
臺灣橋頭地方法院,106法登他70,98,變更登記,社團法人中華民國南洋台灣姊妹會,106/05/11,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMHRAAA&bc=106&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000070&ef=CTD&fg=1,output/details/CTD/106/000070/AAAdkxAAHAAAMHRAAA.json,AAAdkxAAHAAAMHRAAA,CTD
臺灣橋頭地方法院,106法登他71,99,變更登記,財團法人高雄市左營區基督教會國語禮拜堂,106/05/11,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMHBAAH&bc=106&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000071&ef=CTD&fg=1,output/details/CTD/106/000071/AAAdkxAAHAAAMHBAAH.json,AAAdkxAAHAAAMHBAAH,CTD
臺灣橋頭地方法院,106法登他72,100,變更登記,社團法人高雄市天心慈善會,106/05/11,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMHRAAB&bc=106&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000072&ef=CTD&fg=1,output/details/CTD/106/000072/AAAdkxAAHAAAMHRAAB.json,AAAdkxAAHAAAMHRAAB,CTD
臺灣橋頭地方法院,106法登他73,101,變更登記,社團法人高雄市綠繡眼發展協會,106/05/12,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMHBAAI&bc=106&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000073&ef=CTD&fg=1,output/details/CTD/106/000073/AAAdkxAAHAAAMHBAAI.json,AAAdkxAAHAAAMHBAAI,CTD
臺灣橋頭地方法院,106法登他73,101,變更登記,社團法人高雄市綠繡眼發展協會,106/05/12,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMGmAAG&bc=106&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000073&ef=CTD&fg=1,output/details/CTD/106/000073/AAAdkxAAHAAAMGmAAG.json,AAAdkxAAHAAAMGmAAG,CTD
臺灣橋頭地方法院,106法登他74,40,變更登記,財團法人烏林國民小學教育發展基金會,106/05/18,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMGQAAJ&bc=106&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000074&ef=CTD&fg=1,output/details/CTD/106/000074/AAAdkxAAHAAAMGQAAJ.json,AAAdkxAAHAAAMGQAAJ,CTD
臺灣橋頭地方法院,106法登他75,47,變更登記,財團法人高雄市私立小天使家園,106/05/19,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMGfAAG&bc=106&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000075&ef=CTD&fg=1,output/details/CTD/106/000075/AAAdkxAAHAAAMGfAAG.json,AAAdkxAAHAAAMGfAAG,CTD
臺灣橋頭地方法院,106法登他72,100,變更登記,社團法人高雄市天心慈善會,106/05/11,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMHrAAE&bc=106&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000072&ef=CTD&fg=1,output/details/CTD/106/000072/AAAdkxAAHAAAMHrAAE.json,AAAdkxAAHAAAMHrAAE,CTD
臺灣橋頭地方法院,106法登社8,102,設立登記,社團法人高雄市新曙光全人關懷協會,106/05/22,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMHrAAD&bc=106&cd=%AA%6B%B5%6E%AA%C0++++++++++++++&de=000008&ef=CTD&fg=1,output/details/CTD/106/000008/AAAdkxAAHAAAMHrAAD.json,AAAdkxAAHAAAMHrAAD,CTD
臺灣橋頭地方法院,106法登他27,27,變更登記,財團法人高雄市橋頭區福智寺,106/03/06,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMHPAAD&bc=106&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000027&ef=CTD&fg=1,output/details/CTD/106/000027/AAAdkxAAHAAAMHPAAD.json,AAAdkxAAHAAAMHPAAD,CTD
臺灣橋頭地方法院,106法登他71,99,變更登記,財團法人高雄市左營基督教會國語禮拜堂,106/05/11,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMGnAAA&bc=106&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000071&ef=CTD&fg=1,output/details/CTD/106/000071/AAAdkxAAHAAAMGnAAA.json,AAAdkxAAHAAAMGnAAA,CTD
臺灣橋頭地方法院,106法登他63,89,變更登記,社團法人高雄市路竹華山環保志工協會,106/06/03,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMG%2BAAA&bc=106&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000063&ef=CTD&fg=1,output/details/CTD/106/000063/AAAdkxAAHAAAMG+AAA.json,AAAdkxAAHAAAMG+AAA,CTD
臺灣橋頭地方法院,106法登他66,94,變更登記,財團法人高雄市立兆湘國民小學教育發展基金會,106/06/03,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMGuAAJ&bc=106&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000066&ef=CTD&fg=1,output/details/CTD/106/000066/AAAdkxAAHAAAMGuAAJ.json,AAAdkxAAHAAAMGuAAJ,CTD
臺灣橋頭地方法院,106法登他68,96,變更登記,社團法人高雄市鳳凰藝術發展協會,106/06/02,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMG%2BAAC&bc=106&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000068&ef=CTD&fg=1,output/details/CTD/106/000068/AAAdkxAAHAAAMG+AAC.json,AAAdkxAAHAAAMG+AAC,CTD
臺灣橋頭地方法院,106法登他69,97,變更登記,社團法人高雄市社區深耕永續發展協會,106/06/02,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMG%2BAAD&bc=106&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000069&ef=CTD&fg=1,output/details/CTD/106/000069/AAAdkxAAHAAAMG+AAD.json,AAAdkxAAHAAAMG+AAD,CTD
臺灣橋頭地方法院,106法登他70,98,變更登記,社團法人中華民國南洋台灣姊妹會,106/06/02,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMG%2BAAE&bc=106&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000070&ef=CTD&fg=1,output/details/CTD/106/000070/AAAdkxAAHAAAMG+AAE.json,AAAdkxAAHAAAMG+AAE,CTD
臺灣橋頭地方法院,106法登他71,99,變更登記,財團法人高雄市左營基督教會國語禮拜堂,106/06/02,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMGuAAK&bc=106&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000071&ef=CTD&fg=1,output/details/CTD/106/000071/AAAdkxAAHAAAMGuAAK.json,AAAdkxAAHAAAMGuAAK,CTD
臺灣橋頭地方法院,106法登他76,41,變更登記,財團法人高雄市永安區沿海岸漁民漁業發展基金會,106/06/02,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMG%2BAAB&bc=106&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000076&ef=CTD&fg=1,output/details/CTD/106/000076/AAAdkxAAHAAAMG+AAB.json,AAAdkxAAHAAAMG+AAB,CTD
臺灣橋頭地方法院,106法登他77,103,變更登記,財團法人實踐家政教育文化基金會,106/06/02,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMHTAAI&bc=106&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000077&ef=CTD&fg=1,output/details/CTD/106/000077/AAAdkxAAHAAAMHTAAI.json,AAAdkxAAHAAAMHTAAI,CTD
臺灣橋頭地方法院,106法登他78,104,變更登記,財團法人普陀山國清教育基金會,106/06/06,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMHTAAJ&bc=106&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000078&ef=CTD&fg=1,output/details/CTD/106/000078/AAAdkxAAHAAAMHTAAJ.json,AAAdkxAAHAAAMHTAAJ,CTD
臺灣橋頭地方法院,106法登他78,104,變更登記,財團法人普陀山國清教育基金會,106/06/06,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMGMAAD&bc=106&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000078&ef=CTD&fg=1,output/details/CTD/106/000078/AAAdkxAAHAAAMGMAAD.json,AAAdkxAAHAAAMGMAAD,CTD
臺灣橋頭地方法院,106法登他70,98,變更登記,社團法人中華民國南洋台灣姊妹會,106/06/02,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMG8AAG&bc=106&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000070&ef=CTD&fg=1,output/details/CTD/106/000070/AAAdkxAAHAAAMG8AAG.json,AAAdkxAAHAAAMG8AAG,CTD
臺灣橋頭地方法院,106法登他79,105,變更登記,社團法人高雄市聾啞福利協進會,106/06/09,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMG2AAI&bc=106&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000079&ef=CTD&fg=1,output/details/CTD/106/000079/AAAdkxAAHAAAMG2AAI.json,AAAdkxAAHAAAMG2AAI,CTD
臺灣橋頭地方法院,106法登社8,102,設立登記,社團法人高雄市新曙光全人關懷協會,106/05/22,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMG2AAJ&bc=106&cd=%AA%6B%B5%6E%AA%C0++++++++++++++&de=000008&ef=CTD&fg=1,output/details/CTD/106/000008/AAAdkxAAHAAAMG2AAJ.json,AAAdkxAAHAAAMG2AAJ,CTD
臺灣橋頭地方法院,106法登他68,96,變更登記,社團法人高雄市鳳凰藝術發展協會,106/06/02,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMHMAAB&bc=106&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000068&ef=CTD&fg=1,output/details/CTD/106/000068/AAAdkxAAHAAAMHMAAB.json,AAAdkxAAHAAAMHMAAB,CTD
臺灣橋頭地方法院,106法登他81,107,變更登記,社團法人中華世界少數民族研究中心差傳會,106/06/12,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMHMAAC&bc=106&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000081&ef=CTD&fg=1,output/details/CTD/106/000081/AAAdkxAAHAAAMHMAAC.json,AAAdkxAAHAAAMHMAAC,CTD
臺灣橋頭地方法院,106法登社9,108,設立登記,社團法人台灣好姻緣國際婚姻媒合協會,106/06/12,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMHMAAA&bc=106&cd=%AA%6B%B5%6E%AA%C0++++++++++++++&de=000009&ef=CTD&fg=1,output/details/CTD/106/000009/AAAdkxAAHAAAMHMAAA.json,AAAdkxAAHAAAMHMAAA,CTD
